layer_name;ctt_cms_contract_number;ctt_vin;ctt_asset_type_segment;entity_name;reporting_date;anomaly_description;anomaly_flag
History;ae3c3d6a2xy3c3d6a231z;aa5f55047xy5f5504750z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a0442052bxy442052bb9z;a26ea609bxy6ea609b87z;PC;XY50;2017-08-31;No anomaly detected for VIN;0
History;ae69f0b58xy69f0b5826z;;VA;XY50;2016-01-31;No anomaly detected for VIN;0
History;a65bb8bcdxy5bb8bcd39z;a89ad7aefxy9ad7aefdbz;PC;XY50;2021-11-30;No anomaly detected for VIN;0
History;af15dd767xy15dd767b6z;a3e320a93xye320a9342z;PC;XY50;2025-03-31;No anomaly detected for VIN;0
History;ac5a33ad8xy5a33ad8a5z;;CV;XY50;2015-10-31;No anomaly detected for VIN;0
History;a5f55f9b9xyf55f9b9cbz;a90a384bcxy0a384bc18z;PC;XY50;2021-10-31;No anomaly detected for VIN;0
History;a20c9055fxy0c9055f60z;a57eea498xy7eea498a2z;PC;XY50;2022-02-28;No anomaly detected for VIN;0
History;afe486e91xye486e91d1z;;PC;XY50;2017-08-31;No anomaly detected for VIN;0
History;a3d473c37xyd473c374bz;adcfdb2cdxycfdb2cd30z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;aa1567344xy156734446z;;VA;XY50;2015-09-30;No anomaly detected for VIN;0
History;abc5285c3xyc5285c327z;a844adb58xy44adb589ez;VA;XY50;2025-01-31;No anomaly detected for VIN;0
History;a101396efxy01396efdcz;a2af0e3fbxyaf0e3fb3bz;VA;XY50;2025-07-31;No anomaly detected for VIN;0
History;ace8f2050xye8f205027z;;VA;XY50;2015-10-31;No anomaly detected for VIN;0
History;ab9c2816axy9c2816a3az;;PC;XY50;2015-12-31;No anomaly detected for VIN;0
History;aa9c28d55xy9c28d55b6z;a2c532405xyc532405efz;PC;XY50;2017-05-31;No anomaly detected for VIN;0
History;a3ec8d003xyec8d00314z;ace39ae2dxye39ae2d0az;CV;XY50;2021-03-31;No anomaly detected for VIN;0
History;a0c285275xyc285275f7z;a750cdda0xy50cdda0ddz;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a5ce61bbdxyce61bbd64z;acd2839fbxyd2839fbafz;PC;XY50;2017-10-31;No anomaly detected for VIN;0
History;a1b345df7xyb345df7e6z;a8b35157exyb35157e9bz;PC;XY50;2021-10-31;No anomaly detected for VIN;0
History;ae83393b6xy83393b600z;a8fefc7d1xyfefc7d1b2z;PC;XY50;2018-06-30;No anomaly detected for VIN;0
History;a9743364fxy743364fddz;a22321e76xy2321e76d3z;PC;XY50;2015-09-30;No anomaly detected for VIN;0
History;ae44b0694xy44b069473z;a6b1d65c8xyb1d65c8c9z;VA;XY50;2024-06-30;No anomaly detected for VIN;0
History;a61c7ece2xy1c7ece216z;;PC;XY50;2015-11-30;No anomaly detected for VIN;0
History;abf516480xyf5164807az;a459b8f5axy59b8f5a6bz;PC;XY50;2021-05-31;No anomaly detected for VIN;0
History;a01dae66exy1dae66e81z;ab38c18f2xy38c18f22az;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;abea9179axyea9179a72z;a08ff89e3xy8ff89e3d4z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;afcfa6169xycfa6169f8z;;VA;XY50;2017-02-28;No anomaly detected for VIN;0
History;a778d6ea3xy78d6ea3acz;;PC;XY50;2017-08-31;No anomaly detected for VIN;0
History;a76e9924bxy6e9924b61z;a0f04a013xyf04a0139ez;PC;XY50;2022-09-30;No anomaly detected for VIN;0
History;a2a0c8abbxya0c8abbc0z;a345bbc4dxy45bbc4d29z;VA;XY50;2018-06-30;No anomaly detected for VIN;0
History;a716f14ebxy16f14eb6bz;a2539add3xy539add33dz;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a7688eae7xy688eae78az;a644d4583xy44d4583eez;PC;XY50;2021-10-31;No anomaly detected for VIN;0
History;ad12680ebxy12680eb54z;a3813aaf0xy813aaf0a1z;PC;XY50;2022-02-28;No anomaly detected for VIN;0
History;a5a0f8e67xya0f8e6748z;a07f34e3exy7f34e3eb3z;PC;XY50;2017-01-31;No anomaly detected for VIN;0
History;a457fb7e7xy57fb7e7a2z;af5088eadxy5088eade3z;PC;XY50;2018-08-31;No anomaly detected for VIN;0
History;a28d9b214xy8d9b2142dz;a59e2ff77xy9e2ff7707z;CV;XY50;2020-05-31;No anomaly detected for VIN;0
History;aec316fb9xyc316fb9b7z;ac63638b7xy63638b7b2z;PC;XY50;2018-06-30;No anomaly detected for VIN;0
History;a2c435f7axyc435f7ab8z;;VA;XY50;2017-04-30;No anomaly detected for VIN;0
History;abe78e0a2xye78e0a29cz;a54d83792xy4d8379229z;VA;XY50;2025-05-31;No anomaly detected for VIN;0
History;a3f7575e0xyf7575e06dz;a47d7ca37xy7d7ca3775z;PC;XY50;2022-03-31;No anomaly detected for VIN;0
History;a3bcae6bfxybcae6bf56z;a2f37d145xyf37d145c0z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a7b1012d6xyb1012d6caz;ae3e16ddbxy3e16ddba3z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;ac82cc4bdxy82cc4bd73z;af66e491axy66e491addz;PC;XY50;2024-12-31;No anomaly detected for VIN;0
History;a5ca64887xyca64887a5z;afa250179xya250179bfz;PC;XY50;2025-02-28;No anomaly detected for VIN;0
History;a713e340axy13e340adbz;;VA;XY50;2015-12-31;No anomaly detected for VIN;0
History;a92aa67faxy2aa67fa9fz;a23a6334exy3a6334edfz;PC;XY50;2022-09-30;No anomaly detected for VIN;0
History;a2dfc64dfxydfc64dfebz;a543e2af4xy43e2af43ez;CV;XY50;2020-05-31;No anomaly detected for VIN;0
History;a583cb7efxy83cb7efcbz;;PC;XY50;2014-10-31;No anomaly detected for VIN;0
History;a0fa9cfe7xyfa9cfe7a3z;ab6676535xy667653547z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;ad18765ffxy18765ff1dz;ac774cd6axy774cd6a17z;PC;XY50;2019-11-30;No anomaly detected for VIN;0
History;a6c8acfcdxyc8acfcdbbz;a82f31dffxy2f31dffa3z;VA;XY50;2022-10-31;No anomaly detected for VIN;0
History;ad40af224xy40af224f7z;a828bd6a4xy28bd6a46fz;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;abcaf6659xycaf665943z;a015c232exy15c232ed8z;PC;XY50;2017-01-31;No anomaly detected for VIN;0
History;a9d8c3150xyd8c31505az;a3844b4afxy844b4af27z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a2a6bd321xya6bd3215bz;a4286bb51xy286bb5111z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a53e8e803xy3e8e803afz;a56714245xy6714245fbz;PC;XY50;2017-12-31;No anomaly detected for VIN;0
History;a2069725bxy069725b50z;affa44930xyfa449304cz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a2e86c743xye86c743a3z;;PC;XY50;2016-01-31;No anomaly detected for VIN;0
History;a887f0fe3xy87f0fe3bcz;a7ccf44f6xyccf44f6e8z;PC;XY50;2017-01-31;No anomaly detected for VIN;0
History;a5a7fcea7xya7fcea776z;a3b71993exyb71993edbz;PC;XY50;2025-03-31;No anomaly detected for VIN;0
History;aeb406e5exyb406e5e17z;af349cf4bxy349cf4beaz;PC;XY50;2025-05-31;No anomaly detected for VIN;0
History;aaf14d0b2xyf14d0b2c0z;ab57f3411xy57f34110ez;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;aa4ed322axy4ed322afaz;ad5ff8137xy5ff81378ez;PC;XY50;2023-01-31;No anomaly detected for VIN;0
History;ad9ac62b3xy9ac62b35ez;;PC;XY50;2016-10-31;No anomaly detected for VIN;0
History;abb2129e7xyb2129e795z;;VA;XY50;2016-02-29;No anomaly detected for VIN;0
History;a1b64a878xyb64a878b7z;;PC;XY50;2015-08-31;No anomaly detected for VIN;0
History;afd2661faxyd2661fa8fz;a17bf0d94xy7bf0d9410z;PC;XY50;2025-05-31;No anomaly detected for VIN;0
History;a13f80586xy3f80586abz;;PC;XY50;2015-09-30;No anomaly detected for VIN;0
History;a01bb5719xy1bb57192bz;ab1c54b0cxy1c54b0c06z;PC;XY50;2018-11-30;No anomaly detected for VIN;0
History;af6bb7f70xy6bb7f7074z;a59a60003xy9a600039fz;PC;XY50;2018-06-30;No anomaly detected for VIN;0
History;a91223be7xy1223be77ez;a7bc13cd1xybc13cd1bdz;PC;XY50;2022-07-31;No anomaly detected for VIN;0
History;a2a9a412dxya9a412d2dz;a05afbb01xy5afbb016fz;PC;XY50;2015-02-28;No anomaly detected for VIN;0
History;a71f2a188xy1f2a1886fz;ad090956axy090956abez;PC;XY50;2025-05-31;No anomaly detected for VIN;0
History;a1da38897xyda38897c5z;a8715aac9xy715aac93dz;PC;XY50;2017-12-31;No anomaly detected for VIN;0
History;ac81223e7xy81223e776z;abc440965xyc44096507z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;ae37792a7xy37792a7f9z;a2300d04fxy300d04f8ez;PC;XY50;2021-03-31;No anomaly detected for VIN;0
History;ac7432e65xy7432e6548z;aee8e9bb7xye8e9bb711z;PC;XY50;2025-05-31;No anomaly detected for VIN;0
History;a0e057bfbxye057bfb65z;a6b3a1be7xyb3a1be718z;PC;XY50;2025-05-31;No anomaly detected for VIN;0
History;a0229f35exy229f35e68z;;PC;XY50;2015-09-30;No anomaly detected for VIN;0
History;a96cac8d9xy6cac8d968z;ac81f6da3xy81f6da310z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a7d7ef005xyd7ef0052cz;a11c347bcxy1c347bc31z;PC;XY50;2025-01-31;No anomaly detected for VIN;0
History;a005378cdxy05378cd0cz;ad8abf390xy8abf390fcz;PC;XY50;2025-05-31;No anomaly detected for VIN;0
History;a3b063117xyb063117d3z;;VA;XY50;2017-06-30;No anomaly detected for VIN;0
History;a114fdfadxy14fdfad3fz;a935f0b40xy35f0b40ccz;PC;XY50;2018-07-31;No anomaly detected for VIN;0
History;acbd40947xybd4094777z;a4d613fa5xyd613fa53bz;PC;XY50;2024-09-30;No anomaly detected for VIN;0
History;a819ee649xy19ee6496az;ac8bf3df2xy8bf3df2b4z;PC;XY50;2017-01-31;No anomaly detected for VIN;0
History;a4166a5fcxy166a5fc43z;ac056b1c9xy056b1c942z;PC;XY50;2015-08-31;No anomaly detected for VIN;0
History;ab1a9064cxy1a9064c30z;abce37cd9xyce37cd997z;PC;XY50;2015-01-31;No anomaly detected for VIN;0
History;aa2518c0dxy2518c0da7z;a59c5e72dxy9c5e72d25z;PC;XY50;2019-04-30;No anomaly detected for VIN;0
History;a8b166ec4xyb166ec476z;ab0524793xy05247934az;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a1300133bxy300133b15z;abedf431cxyedf431c74z;PC;XY50;2025-03-31;No anomaly detected for VIN;0
History;aafb8fa01xyfb8fa0104z;aee5e9eacxye5e9eac08z;PC;XY50;2018-08-31;No anomaly detected for VIN;0
History;a90c5ab52xy0c5ab52efz;a6112a322xy112a322ffz;PC;XY50;2024-05-31;No anomaly detected for VIN;0
History;a2410440exy410440e0bz;;PC;XY50;2015-11-30;No anomaly detected for VIN;0
History;a2166660fxy166660feez;a8c346441xyc346441ecz;CV;XY50;2018-07-31;No anomaly detected for VIN;0
History;af8f091bdxy8f091bdb3z;;PC;XY50;2017-02-28;No anomaly detected for VIN;0
History;ad64ecfcfxy64ecfcf17z;ac8f319fdxy8f319fd1cz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a174ea0d4xy74ea0d4e5z;;PC;XY50;2015-07-31;No anomaly detected for VIN;0
History;a298a1c19xy98a1c19d0z;a0bb6bbfcxybb6bbfc10z;VA;XY50;2020-08-31;No anomaly detected for VIN;0
History;abb150264xyb150264d3z;;PC;XY50;2017-07-31;No anomaly detected for VIN;0
History;ac93e18edxy93e18ed57z;a69d0eb92xy9d0eb92b7z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;ad298d06bxy298d06b88z;ac5436344xy54363445cz;PC;XY50;2025-01-31;No anomaly detected for VIN;0
History;acb806374xyb80637430z;a0a999f9axya999f9a37z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;aadcf25a9xydcf25a9b7z;ab2e3f9b5xy2e3f9b506z;PC;XY50;2016-12-31;No anomaly detected for VIN;0
History;a91090004xy1090004b1z;a916aa03axy16aa03a80z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a7734825axy734825ab1z;;PC;XY50;2015-12-31;No anomaly detected for VIN;0
History;a5f476ab0xyf476ab075z;ad356e291xy356e291acz;VA;XY50;2024-08-31;No anomaly detected for VIN;0
History;a9e5e510cxye5e510ce1z;a490725caxy90725cadfz;PC;XY50;2017-12-31;No anomaly detected for VIN;0
History;afe27f356xye27f3561dz;a590bfea4xy90bfea4d0z;CV;XY50;2017-02-28;No anomaly detected for VIN;0
History;abb19a3d0xyb19a3d0f0z;a83fc492axy3fc492a89z;PC;XY50;2021-05-31;No anomaly detected for VIN;0
History;aa7f9197axy7f9197a97z;aab920145xyb920145e9z;PC;XY50;2018-01-31;No anomaly detected for VIN;0
History;a3f4e230exyf4e230ec1z;aac9656adxyc9656ad16z;PC;XY50;2020-09-30;No anomaly detected for VIN;0
History;a1567ad8fxy567ad8fb2z;a1799a912xy799a9125fz;PC;XY50;2019-12-31;No anomaly detected for VIN;0
History;ae90a6c35xy90a6c359az;a5739a544xy739a5441fz;PC;XY50;2015-03-31;No anomaly detected for VIN;0
History;a090adde4xy90adde419z;af710da3fxy710da3f0cz;PC;XY50;2020-09-30;No anomaly detected for VIN;0
History;ad6690eafxy6690eafd0z;a0121df32xy121df3283z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a303cf094xy03cf094f2z;ab8c93a59xy8c93a59cbz;PC;XY50;2018-09-30;No anomaly detected for VIN;0
History;adc8c28dcxyc8c28dc19z;ac9e0c5abxy9e0c5abb7z;PC;XY50;2023-08-31;No anomaly detected for VIN;0
History;a2fbd23e2xyfbd23e29fz;a2f8cea1dxyf8cea1da9z;CV;XY50;2018-07-31;No anomaly detected for VIN;0
History;a8ee9d14axyee9d14ac6z;;PC;XY50;2017-03-31;No anomaly detected for VIN;0
History;a1470dfe3xy470dfe368z;ab1631b1fxy1631b1faez;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;aff2bd513xyf2bd51352z;a8a90a147xya90a14740z;PC;XY50;2018-01-31;No anomaly detected for VIN;0
History;a489d150cxy89d150cb5z;a7861abe4xy861abe465z;PC;XY50;2024-06-30;No anomaly detected for VIN;0
History;a01f3f5a8xy1f3f5a8d4z;ab9b94663xy9b94663aaz;PC;XY50;2018-09-30;No anomaly detected for VIN;0
History;a89208ce0xy9208ce0b3z;;PC;XY50;2017-08-31;No anomaly detected for VIN;0
History;a56f928a7xy6f928a783z;ab13affdfxy13affdf09z;VA;XY50;2019-08-31;No anomaly detected for VIN;0
History;ac75d1ac8xy75d1ac85az;a5deb885bxydeb885babz;PC;XY50;2023-05-31;No anomaly detected for VIN;0
History;aa8e9b628xy8e9b6289dz;;VA;XY50;2016-03-31;No anomaly detected for VIN;0
History;a429a0585xy29a058538z;a1723cf70xy723cf707dz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a72bbabb8xy2bbabb883z;;PC;XY50;2015-09-30;No anomaly detected for VIN;0
History;a4a8a3ef7xya8a3ef7e4z;a398819f9xy98819f9e4z;PC;XY50;2020-02-29;No anomaly detected for VIN;0
History;aaad39676xyad3967666z;aabb1d52cxybb1d52c40z;PC;XY50;2017-12-31;No anomaly detected for VIN;0
History;a9c36a59bxyc36a59b25z;;PC;XY50;2017-07-31;No anomaly detected for VIN;0
History;acb25e6b3xyb25e6b335z;a387599c4xy87599c4b9z;PC;XY50;2025-05-31;No anomaly detected for VIN;0
History;a21e86945xy1e8694538z;;PC;XY50;2015-07-31;No anomaly detected for VIN;0
History;a55f27ae0xy5f27ae08az;;VA;XY50;2017-02-28;No anomaly detected for VIN;0
History;a3366812axy366812a6fz;ad26b96f7xy26b96f7a3z;CV;XY50;2020-05-31;No anomaly detected for VIN;0
History;a99cba0aaxy9cba0aa16z;a14fb2b2fxy4fb2b2f1bz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a0c449c8cxyc449c8c5bz;;PC;XY50;2015-12-31;No anomaly detected for VIN;0
History;a9dbaa205xydbaa20562z;a1265929fxy265929f37z;PC;XY50;2024-04-30;No anomaly detected for VIN;0
History;a88b9d7f4xy8b9d7f41bz;a25b53d1fxy5b53d1f52z;PC;XY50;2018-06-30;No anomaly detected for VIN;0
History;a50ddc792xy0ddc79275z;a8597a812xy597a812d1z;VA;XY50;2024-09-30;No anomaly detected for VIN;0
History;a846c1bdfxy46c1bdf57z;a7397fd31xy397fd311bz;VA;XY50;2019-06-30;No anomaly detected for VIN;0
History;a997b8d87xy97b8d8743z;a234ac7cbxy34ac7cba5z;PC;XY50;2015-02-28;No anomaly detected for VIN;0
History;ad39b18eaxy39b18eaa3z;ad8b7118dxy8b7118de3z;PC;XY50;2018-09-30;No anomaly detected for VIN;0
History;a19e33576xy9e33576d4z;;VA;XY50;2017-06-30;No anomaly detected for VIN;0
History;a27b86e67xy7b86e67b3z;a29c658a6xy9c658a6e6z;PC;XY50;2023-05-31;No anomaly detected for VIN;0
History;a979bafdfxy79bafdf4bz;;PC;XY50;2016-10-31;No anomaly detected for VIN;0
History;a787a8e30xy87a8e30baz;aa12b4257xy12b4257c6z;VA;XY50;2019-09-30;No anomaly detected for VIN;0
History;a093c98d1xy93c98d15dz;acd6982edxyd6982ed79z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;ad8d58ec3xy8d58ec390z;ac792cc83xy792cc8357z;PC;XY50;2018-09-30;No anomaly detected for VIN;0
History;a5ea50132xyea50132c2z;;CV;XY50;2015-08-31;No anomaly detected for VIN;0
History;aed09ba22xyd09ba229dz;a019b5794xy19b57948fz;PC;XY50;2015-03-31;No anomaly detected for VIN;0
History;a830380ddxy30380dd3ez;a5cc89409xycc8940910z;PC;XY50;2020-05-31;No anomaly detected for VIN;0
History;a96c7e2c7xy6c7e2c737z;a6c280affxyc280affa9z;PC;XY50;2022-04-30;No anomaly detected for VIN;0
History;a1ebfca15xyebfca15d0z;;PC;XY50;2017-03-31;No anomaly detected for VIN;0
History;a6b6f35b6xyb6f35b6e4z;ad4078ca1xy4078ca1e3z;VA;XY50;2024-10-31;No anomaly detected for VIN;0
History;aa09782f9xy09782f9aez;a05a4de18xy5a4de1888z;PC;XY50;2019-09-30;No anomaly detected for VIN;0
History;a4fd31203xyfd31203a5z;adb72a89axyb72a89a75z;VA;XY50;2024-12-31;No anomaly detected for VIN;0
Standard;a50bf10c9xy0bf10c922z;a96cafe6cxy6cafe6c79z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a57e58863xy7e5886363z;;VA;XY50;2017-08-31;No anomaly detected for VIN;0
History;a6a666183xya6661832fz;a0ffa8836xyffa88363fz;PC;XY50;2024-11-30;No anomaly detected for VIN;0
History;a4a015005xya015005f3z;;VA;XY50;2017-03-31;No anomaly detected for VIN;0
History;a6e970cfexye970cfed1z;;PC;XY50;2017-04-30;No anomaly detected for VIN;0
History;a3f401515xyf401515b0z;a9ff2ba9cxyff2ba9c0bz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;aa57fdb25xy57fdb25c5z;;PC;XY50;2017-07-31;No anomaly detected for VIN;0
History;acdf1b75bxydf1b75becz;a85ee9660xy5ee966020z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a010f993bxy10f993bf9z;aa23174ffxy23174ff6dz;PC;XY50;2024-09-30;No anomaly detected for VIN;0
History;abc098e12xyc098e12b3z;a5fdebf31xyfdebf3139z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a05ee7cfdxy5ee7cfda6z;a243b2bdexy43b2bde49z;PC;XY50;2018-02-28;No anomaly detected for VIN;0
History;a78a18848xy8a18848c6z;af918b2a3xy918b2a36dz;CV;XY50;2020-06-30;No anomaly detected for VIN;0
History;afdc14ca0xydc14ca028z;a955a1648xy55a1648cez;PC;XY50;2015-02-28;No anomaly detected for VIN;0
History;a3d167910xyd16791001z;a0ecb43e5xyecb43e5e1z;PC;XY50;2023-02-28;No anomaly detected for VIN;0
History;a11f1930axy1f1930a79z;acdec529dxydec529d31z;PC;XY50;2017-05-31;No anomaly detected for VIN;0
History;a036c6ed8xy36c6ed8d9z;ac488df63xy488df6318z;PC;XY50;2018-05-31;No anomaly detected for VIN;0
History;a24c83aa1xy4c83aa125z;;PC;XY50;2014-09-30;No anomaly detected for VIN;0
History;aa471acf3xy471acf3d9z;;PC;XY50;2016-06-30;No anomaly detected for VIN;0
History;aef79056cxyf79056cd8z;;CV;XY50;2015-01-31;No anomaly detected for VIN;0
History;a3490f2e5xy490f2e59dz;a352eebfcxy52eebfc93z;PC;XY50;2015-04-30;No anomaly detected for VIN;0
History;aff4b5c72xyf4b5c727az;;PC;XY50;2015-12-31;No anomaly detected for VIN;0
History;a4309f097xy309f0970bz;ab0234f6fxy0234f6f86z;PC;XY50;2021-12-31;No anomaly detected for VIN;0
History;a546764b1xy46764b155z;;PC;XY50;2016-01-31;No anomaly detected for VIN;0
History;a3e0aed1dxye0aed1d6ez;a35a4f485xy5a4f485f6z;PC;XY50;2020-10-31;No anomaly detected for VIN;0
History;a7408fdafxy408fdaf5fz;;PC;XY50;2017-05-31;No anomaly detected for VIN;0
History;a1b3beb0bxyb3beb0b1bz;ac09b9f2dxy09b9f2dbez;PC;XY50;2018-08-31;No anomaly detected for VIN;0
Standard;adc8746c4xyc8746c4a1z;a71876f85xy1876f858az;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;ad8bfb345xy8bfb345e2z;a4d7c3cd4xyd7c3cd44fz;PC;XY50;2019-03-31;No anomaly detected for VIN;0
History;a85fc16abxy5fc16ab4az;;PC;XY50;2017-04-30;No anomaly detected for VIN;0
History;a481b9628xy81b9628b4z;aadfa6d66xydfa6d668fz;PC;XY50;2015-06-30;No anomaly detected for VIN;0
History;a289c1162xy89c116201z;a82421ffexy2421ffee5z;PC;XY50;2021-12-31;No anomaly detected for VIN;0
History;a39c06d53xy9c06d5331z;a4e4cd2bdxye4cd2bd1dz;PC;XY50;2020-09-30;No anomaly detected for VIN;0
History;a712ac958xy12ac958c3z;ad9bd0241xy9bd024144z;PC;XY50;2018-04-30;No anomaly detected for VIN;0
History;ae60b8263xy60b8263cbz;aff3f024exyf3f024e4ez;VA;XY50;2017-07-31;No anomaly detected for VIN;0
History;a476ec5ccxy76ec5cc30z;ac759132axy759132a50z;PC;XY50;2020-09-30;No anomaly detected for VIN;0
History;a12056778xy20567785dz;abfcf23b0xyfcf23b0c2z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a49ee5c4dxy9ee5c4d82z;;VA;XY50;2017-05-31;No anomaly detected for VIN;0
History;aa026503axy026503a99z;;PC;XY50;2015-11-30;No anomaly detected for VIN;0
History;a645bae69xy45bae69caz;a629109d4xy29109d42ez;PC;XY50;2018-09-30;No anomaly detected for VIN;0
History;ab10177f1xy10177f15cz;abfb5787fxyfb5787fc9z;PC;XY50;2025-01-31;No anomaly detected for VIN;0
History;acf936cc5xyf936cc5a7z;a8e2d589exye2d589ed3z;PC;XY50;2019-04-30;No anomaly detected for VIN;0
History;a1bf75697xybf75697d4z;aa760bd92xy760bd928dz;PC;XY50;2024-12-31;No anomaly detected for VIN;0
History;af1aa844exy1aa844e8fz;;VA;XY50;2017-07-31;No anomaly detected for VIN;0
History;aeb9280f3xyb9280f3a7z;ad0a2422exy0a2422ea0z;PC;XY50;2024-08-31;No anomaly detected for VIN;0
History;a20f58151xy0f58151acz;ab21c7b24xy21c7b24ffz;PC;XY50;2023-03-31;No anomaly detected for VIN;0
History;a57d466dcxy7d466dc7fz;a6d1beebdxyd1beebd87z;CV;XY50;2021-03-31;No anomaly detected for VIN;0
History;a985d1d1dxy85d1d1d5az;;PC;XY50;2017-08-31;No anomaly detected for VIN;0
History;a01165b3fxy1165b3f38z;a39a5959cxy9a5959cfcz;VA;XY50;2017-11-30;No anomaly detected for VIN;0
History;a1e081e22xye081e22a7z;a4ae10313xyae1031303z;PC;XY50;2024-12-31;No anomaly detected for VIN;0
History;abcf71b17xycf71b17b4z;;CV;XY50;2017-04-30;No anomaly detected for VIN;0
History;a95ed06aaxy5ed06aaefz;a03d9f82fxy3d9f82f7dz;PC;XY50;2017-02-28;No anomaly detected for VIN;0
History;a0e226510xye2265101dz;ae4988926xy49889262az;PC;XY50;2014-09-30;No anomaly detected for VIN;0
History;a575a5a9exy75a5a9e64z;a2ebcf00axyebcf00a1az;PC;XY50;2022-09-30;No anomaly detected for VIN;0
History;a31e21f55xy1e21f5556z;af13d0f4exy13d0f4e88z;PC;XY50;2025-02-28;No anomaly detected for VIN;0
History;a0dd8c2a9xydd8c2a990z;;PC;XY50;2017-04-30;No anomaly detected for VIN;0
History;aed1ba50bxyd1ba50ba0z;a5f9c9841xyf9c984133z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;ab4d3cf8axy4d3cf8ac6z;a1d8bb5fbxyd8bb5fb12z;PC;XY50;2020-08-31;No anomaly detected for VIN;0
History;a0e9332f6xye9332f6cbz;a9b4743fdxyb4743fdacz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a96e93362xy6e9336226z;afdab3ea0xydab3ea057z;PC;XY50;2024-09-30;No anomaly detected for VIN;0
History;a77a5fcc3xy7a5fcc373z;a9a6c0e23xya6c0e23f0z;PC;XY50;2020-10-31;No anomaly detected for VIN;0
History;a3d473c37xyd473c374bz;adcfdb2cdxycfdb2cd30z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a737b90b3xy37b90b3e8z;a14a28e46xy4a28e46ebz;PC;XY50;2016-01-31;No anomaly detected for VIN;0
History;a9cd4a419xycd4a4193ez;a60ba1e79xy0ba1e7926z;PC;XY50;2024-08-31;No anomaly detected for VIN;0
History;a569895eexy69895ee83z;a1e76c1d2xye76c1d222z;PC;XY50;2022-02-28;No anomaly detected for VIN;0
History;aec82e299xyc82e29962z;a413b1eadxy13b1eadcfz;VA;XY50;2023-03-31;No anomaly detected for VIN;0
History;a4a09b811xya09b81186z;;PC;XY50;2015-12-31;No anomaly detected for VIN;0
History;aa78e4ca0xy78e4ca00cz;adb7efa34xyb7efa34a3z;PC;XY50;2022-09-30;No anomaly detected for VIN;0
History;a7887b943xy887b94374z;aafcc2984xyfcc2984b9z;PC;XY50;2020-11-30;No anomaly detected for VIN;0
History;a6b5df653xyb5df6534bz;a385c0369xy85c036964z;PC;XY50;2024-12-31;No anomaly detected for VIN;0
History;a8d01f5f5xyd01f5f57fz;a2b3eda8dxyb3eda8d57z;PC;XY50;2021-01-31;No anomaly detected for VIN;0
History;a22ff2215xy2ff221592z;a9165b0a1xy165b0a152z;PC;XY50;2018-09-30;No anomaly detected for VIN;0
History;a8ed9aa7exyed9aa7e3fz;a0955e4eexy955e4ee93z;PC;XY50;2022-08-31;No anomaly detected for VIN;0
History;a70802bb7xy0802bb731z;aace57157xyce57157ffz;PC;XY50;2023-02-28;No anomaly detected for VIN;0
History;a1e7a728exye7a728eeez;afd3a75b5xyd3a75b529z;PC;XY50;2018-01-31;No anomaly detected for VIN;0
History;ad298d06bxy298d06b88z;ac5436344xy54363445cz;PC;XY50;2025-05-31;No anomaly detected for VIN;0
History;af83b8709xy83b8709baz;ab573c224xy573c22464z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
